timestamp,symbol,strategy_type,entry_price,stop_loss,take_profit,strategy_score,confidence,risk_level,exit_price,exit_timestamp,pnl,return_pct,duration_minutes,exit_reason,entry_timing_score,exit_timing_score,risk_mgmt_score,pnl_ratio,target_return_pct
2025-08-09 16:11:06.353344,ETHUSDT,breakout,44150.86409258447,43267.84681073278,45916.89865628785,80.0,0.5001091498438596,medium,45417.407590240044,2025-08-09 17:11:06.353344,28.68672049089758,2.868672049089758,60.0,timeout,80.0,72.0,50.010914984385956,0.0006497431269010151,2.868672049089758
2025-08-09 16:12:06.353344,ETHUSDT,breakout,44192.07778459188,43308.23622890004,45959.76089597555,80.0,0.5009897412525874,medium,45356.98504410569,2025-08-09 17:12:06.353344,26.360092530430254,2.6360092530430252,60.0,timeout,80.0,72.0,50.09897412525874,0.000596489096052891,2.6360092530430252
2025-08-09 16:13:06.353344,ETHUSDT,breakout,44129.38274674226,43246.79509180741,45894.55805661195,85.0,0.5011258726440809,medium,45424.77512553477,2025-08-09 17:13:06.353344,29.35441871522977,2.935441871522977,60.0,timeout,85.0,76.5,50.11258726440809,0.000665189877766799,2.935441871522977
2025-08-09 16:14:06.353344,ETHUSDT,breakout,44224.83611623193,43340.339393907285,45993.829560881204,85.0,0.5017716744285301,medium,45520.44118660538,2025-08-09 17:14:06.353344,29.295870468990216,2.9295870468990217,60.0,timeout,85.0,76.5,50.17716744285301,0.0006624302776836678,2.9295870468990217
2025-08-09 16:15:06.353344,ETHUSDT,breakout,44251.69257575503,43366.658724239926,46021.76027878523,80.0,0.5021903075211108,medium,45547.68919211584,2025-08-09 17:15:06.353344,29.286938892612493,2.928693889261249,60.0,timeout,80.0,72.0,50.21903075211108,0.0006618264113282405,2.928693889261249
2025-08-09 16:16:06.353344,ETHUSDT,breakout,44162.24142825185,43278.99659968681,45928.73108538193,85.0,0.5021752302317603,medium,45392.2498855414,2025-08-09 17:16:06.353344,27.852038698893544,2.7852038698893544,60.0,timeout,85.0,76.5,50.21752302317603,0.0006306753868945565,2.7852038698893544
2025-08-09 16:17:06.353344,ETHUSDT,breakout,44228.67981901668,43344.10622263635,45997.82701177735,85.0,0.5020369656156799,medium,45346.65808532381,2025-08-09 17:17:06.353344,25.27722443631343,2.5277224436313426,60.0,timeout,85.0,76.5,50.20369656156799,0.0005715120717992845,2.5277224436313426
2025-08-09 16:18:06.353344,ETHUSDT,breakout,44220.4497955155,43336.040799605194,45989.267787336124,80.0,0.5022302566429001,medium,45347.45943710571,2025-08-09 17:18:06.353344,25.486164134506403,2.54861641345064,60.0,timeout,80.0,72.0,50.22302566429001,0.0005763433943426557,2.54861641345064
2025-08-09 16:20:06.353344,ETHUSDT,breakout,44358.00411070641,43470.84402849228,46132.32427513467,80.0,0.5023506714130785,medium,45176.72889095963,2025-08-09 17:20:06.353344,18.457205112517936,1.8457205112517936,60.0,timeout,80.0,72.0,50.23506714130785,0.00041609638401343305,1.8457205112517936
2025-08-09 16:24:06.353344,ETHUSDT,breakout,44380.89946783808,43493.281478481316,46156.1354465516,80.0,0.5045779431289268,medium,45139.002831510865,2025-08-09 17:24:06.353344,17.08174851711083,1.708174851711083,60.0,timeout,80.0,72.0,50.45779431289268,0.000384889642209474,1.708174851711083
2025-08-09 16:31:06.353344,ETHUSDT,breakout,44627.33155420592,43734.7849231218,46412.42481637416,80.0,0.5073869068787789,medium,44774.726531051536,2025-08-09 17:31:06.353344,3.3027961052653105,0.33027961052653104,60.0,timeout,80.0,72.0,50.738690687877884,7.400837088486052e-05,0.33027961052653104
2025-08-09 16:41:06.353344,ETHUSDT,breakout,45186.441812474084,44282.712976224604,46993.89948497305,88.0,0.5076861569195037,medium,44927.05463993066,2025-08-09 17:41:06.353344,-5.740376142469708,-0.5740376142469708,60.0,timeout,88.0,79.2,50.76861569195037,-0.0001270375783579629,-0.5740376142469708
2025-08-09 16:42:06.353344,ETHUSDT,breakout,45102.330476904965,44200.28386736687,46906.42369598117,80.0,0.5072286652519883,medium,45028.43021550459,2025-08-09 17:42:06.353344,-1.6385020600702191,-0.1638502060070219,60.0,timeout,80.0,72.0,50.72286652519883,-3.632854539321928e-05,-0.1638502060070219
2025-08-09 16:43:06.353344,ETHUSDT,breakout,44991.95253875085,44092.11348797583,46791.630640300886,85.0,0.505949254300463,medium,45041.262378716354,2025-08-09 17:43:06.353344,1.095970216518979,0.10959702165189791,60.0,timeout,85.0,76.5,50.5949254300463,2.435924992530692e-05,0.10959702165189791
2025-08-09 16:44:06.353344,ETHUSDT,breakout,45042.028691164785,44141.18811734149,46843.70983881138,85.0,0.5042220669484755,medium,45218.45179568491,2025-08-09 17:44:06.353344,3.916855204941722,0.3916855204941722,60.0,timeout,85.0,76.5,50.422206694847546,8.696000865764805e-05,0.3916855204941722
2025-08-09 16:45:06.353344,ETHUSDT,breakout,44949.82531411357,44050.8288078313,46747.81832667812,80.0,0.5025484333083947,medium,45291.84605020184,2025-08-09 17:45:06.353344,7.6089447222141064,0.7608944722214106,60.0,timeout,80.0,72.0,50.25484333083947,0.0001692764025008349,0.7608944722214106
2025-08-09 16:46:06.353344,ETHUSDT,breakout,45002.97804403947,44102.918483158675,46803.097165801046,80.0,0.5013198789817633,medium,45392.809361014595,2025-08-09 17:46:06.353344,8.662344891790099,0.8662344891790099,60.0,timeout,80.0,72.0,50.131987898176334,0.00019248381481139345,0.8662344891790099
2025-08-09 16:47:06.353344,ETHUSDT,breakout,45118.31186657753,44215.94562924598,46923.04434124064,80.0,0.500985083787456,medium,45401.9945062075,2025-08-09 17:47:06.353344,6.287527788470082,0.6287527788470082,60.0,timeout,80.0,72.0,50.0985083787456,0.0001393564503712675,0.6287527788470082
2025-08-09 16:48:06.353344,ETHUSDT,breakout,45113.850846093985,44211.573829172106,46918.40487993775,80.0,0.5012150015665403,medium,45452.24964833888,2025-08-09 17:48:06.353344,7.500995723006353,0.7500995723006354,60.0,timeout,80.0,72.0,50.12150015665403,0.00016626813234356825,0.7500995723006354
2025-08-09 16:49:06.353344,ETHUSDT,breakout,45276.37543144851,44370.84792281954,47087.43044870645,88.0,0.5017710409097039,medium,45638.08943586519,2025-08-09 17:49:06.353344,7.989022994217818,0.7989022994217818,60.0,timeout,88.0,79.2,50.177104090970396,0.00017645014465245208,0.7989022994217818
2025-08-09 16:50:06.353344,ETHUSDT,breakout,45346.38505449005,44439.45735340025,47160.24045666965,80.0,0.5029279974384218,medium,45663.278188406024,2025-08-09 17:50:06.353344,6.988277754338824,0.6988277754338824,60.0,timeout,80.0,72.0,50.292799743842174,0.00015410881696394161,0.6988277754338824
2025-08-09 16:51:06.353344,ETHUSDT,breakout,45350.73139972606,44443.71677173154,47164.7606557151,80.0,0.5036661921796016,medium,45730.21306910246,2025-08-09 17:51:06.353344,8.367707811184117,0.8367707811184116,60.0,timeout,80.0,72.0,50.366619217960164,0.00018451097816770076,0.8367707811184116
2025-08-09 16:52:06.353344,ETHUSDT,breakout,45454.52669980293,44545.436165806874,47272.70776779505,80.0,0.5042999806297535,medium,44545.436165806874,2025-08-09 17:34:06.353344,-20.00000000000001,-2.000000000000001,42.0,stop_loss,80.0,72.0,50.42999806297534,-0.00044000018154598274,-2.000000000000001
2025-08-09 16:53:06.353344,ETHUSDT,breakout,45391.91914992968,44484.08076693108,47207.59591592687,93.0,0.5048296427510793,medium,45919.5295068764,2025-08-09 17:53:06.353344,11.623442384183496,1.1623442384183498,60.0,timeout,93.0,83.7,50.48296427510793,0.0002560685382301467,1.1623442384183498
2025-08-09 16:54:06.353344,ETHUSDT,breakout,45584.91785411221,44673.21949702996,47408.3145682767,80.0,0.5053615097489681,medium,44673.21949702996,2025-08-09 17:34:06.353344,-20.000000000000092,-2.0000000000000093,40.0,stop_loss,80.0,72.0,50.53615097489681,-0.00043874160449311624,-2.0000000000000093
2025-08-09 16:55:06.353344,ETHUSDT,breakout,45487.73279007248,44577.97813427103,47307.24210167538,88.0,0.5054069650596028,medium,44577.97813427103,2025-08-09 17:34:06.353344,-20.000000000000032,-2.000000000000003,39.0,stop_loss,88.0,79.2,50.540696505960284,-0.0004396789809749532,-2.000000000000003
2025-08-09 16:56:06.353344,ETHUSDT,breakout,45533.46802766778,44622.798667114424,47354.8067487745,80.0,0.5057306020679753,medium,44622.798667114424,2025-08-09 17:34:06.353344,-20.000000000000057,-2.0000000000000058,38.0,stop_loss,80.0,72.0,50.57306020679753,-0.0004392373536724093,-2.0000000000000058
2025-08-09 17:03:06.353344,ETHUSDT,breakout,45608.06797701195,44695.906617471715,47432.390696092436,80.0,0.5048285934591769,medium,44695.906617471715,2025-08-09 17:34:06.353344,-19.99999999999997,-1.9999999999999973,31.0,stop_loss,80.0,72.0,50.48285934591769,-0.0004385189043763192,-1.9999999999999973
2025-08-09 17:04:06.353344,ETHUSDT,breakout,45736.622502062884,44821.89005202163,47566.0874021454,88.0,0.5048580615289323,medium,44821.89005202163,2025-08-09 17:30:06.353344,-20.000000000000004,-2.0000000000000004,26.0,stop_loss,88.0,79.2,50.48580615289323,-0.0004372863343614394,-2.0000000000000004
2025-08-09 17:05:06.353344,ETHUSDT,breakout,45661.68939483899,44748.45560694221,47488.15697063255,80.0,0.5040410033160849,medium,44748.45560694221,2025-08-09 17:31:06.353344,-20.000000000000025,-2.0000000000000027,26.0,stop_loss,80.0,72.0,50.40410033160849,-0.00043800394302232203,-2.0000000000000027
2025-08-09 17:06:06.353344,ETHUSDT,breakout,45566.43098919906,44655.10236941508,47389.088228767025,85.0,0.5032033091404353,medium,44655.10236941508,2025-08-09 17:34:06.353344,-20.000000000000068,-2.0000000000000067,28.0,stop_loss,85.0,76.5,50.32033091404353,-0.0004389196073912572,-2.0000000000000067
2025-08-09 17:07:06.353344,ETHUSDT,breakout,45478.242467342876,44568.677617996014,47297.37216603659,85.0,0.5020175075144214,medium,44568.677617996014,2025-08-09 17:34:06.353344,-20.000000000000092,-2.000000000000009,27.0,stop_loss,85.0,76.5,50.20175075144214,-0.0004397707324411611,-2.000000000000009
2025-08-09 17:08:06.353344,ETHUSDT,breakout,45423.27221055575,44514.806766344635,47240.20309897798,85.0,0.5008653660473988,medium,45689.051372337104,2025-08-09 18:08:06.353344,5.85116722875797,0.585116722875797,60.0,timeout,85.0,76.5,50.086536604739884,0.0001288143047386674,0.585116722875797
2025-08-09 17:43:06.353344,ETHUSDT,breakout,45041.262378716354,44140.437131142025,46842.91287386501,85.0,0.5012069864253283,medium,45635.043330346925,2025-08-09 18:43:06.353344,13.183044174870968,1.3183044174870968,60.0,timeout,85.0,76.5,50.12069864253284,0.00029268815922664813,1.3183044174870968
2025-08-09 17:44:06.353344,ETHUSDT,breakout,45218.45179568491,44314.08275977121,47027.18986751231,80.0,0.502813822392721,medium,45516.03168427015,2025-08-09 18:44:06.353344,6.580939345951672,0.6580939345951672,60.0,timeout,80.0,72.0,50.2813822392721,0.00014553659147126474,0.6580939345951672
2025-08-09 18:02:06.353344,ETHUSDT,breakout,45860.10040665343,44942.89839852036,47694.50442291957,88.0,0.5063477720022364,medium,45478.31364260889,2025-08-09 19:02:06.353344,-8.325031141649008,-0.8325031141649009,60.0,timeout,88.0,79.2,50.63477720022364,-0.00018153102735992275,-0.8325031141649009
2025-08-09 18:03:06.353344,ETHUSDT,breakout,45783.58145437164,44867.90982528421,47614.924712546504,85.0,0.5038557597075177,medium,45375.94420421849,2025-08-09 19:03:06.353344,-8.903568423527693,-0.8903568423527692,60.0,timeout,85.0,76.5,50.38557597075177,-0.00019447077185084515,-0.8903568423527692
2025-08-09 18:04:06.353344,ETHUSDT,breakout,45870.45598067194,44953.0468610585,47705.27421989882,85.0,0.5021767976440017,medium,45287.34819422017,2025-08-09 19:04:06.353344,-12.71205559189277,-1.271205559189277,60.0,timeout,85.0,76.5,50.21767976440017,-0.00027712947953360535,-1.271205559189277
2025-08-09 18:05:06.353344,ETHUSDT,breakout,45853.24398097677,44936.17910135723,47687.37374021584,85.0,0.5004348998069964,medium,45309.63238431448,2025-08-09 19:05:06.353344,-11.855466472291875,-1.1855466472291873,60.0,timeout,85.0,76.5,50.04348998069964,-0.0002585524042139827,-1.1855466472291873
2025-08-09 18:25:06.353344,ETHUSDT,breakout,45634.12609071111,44721.44356889688,47459.49113433955,85.0,0.5000555591738854,medium,45438.251559532895,2025-08-09 19:25:06.353344,-4.2922818504040965,-0.4292281850404096,60.0,timeout,85.0,76.5,50.00555591738854,-9.405859645196091e-05,-0.4292281850404096
2025-08-09 18:26:06.353344,ETHUSDT,breakout,45661.86029213846,44748.62308629569,47488.334703824,85.0,0.5005669641737767,medium,45390.013676445495,2025-08-09 19:26:06.353344,-5.953472196571191,-0.5953472196571191,60.0,timeout,85.0,76.5,50.056696417377665,-0.0001303817268609223,-0.5953472196571191
2025-08-09 18:27:06.353344,ETHUSDT,breakout,45584.462531580546,44672.77328094893,47407.84103284377,85.0,0.5009629032323413,medium,45293.0989452673,2025-08-09 19:27:06.353344,-6.391730210954877,-0.6391730210954877,60.0,timeout,85.0,76.5,50.09629032323413,-0.0001402172989651186,-0.6391730210954877
2025-08-09 18:28:06.353344,ETHUSDT,breakout,45465.910216777826,44556.59201244227,47284.546625448944,85.0,0.5008261453137032,medium,45248.16056223677,2025-08-09 19:28:06.353344,-4.789294957537221,-0.47892949575372207,60.0,timeout,85.0,76.5,50.08261453137032,-0.00010533815191870669,-0.47892949575372207
2025-08-09 18:33:06.353344,ETHUSDT,trend,45547.16389724519,46458.107175190096,43725.27734135538,81.5,0.40098625436032415,medium,45298.700003073835,2025-08-09 19:33:06.353344,5.455090348367096,-0.5455090348367096,60.0,timeout,81.5,73.35000000000001,40.098625436032414,0.00011976794780623068,-0.5455090348367096
2025-08-09 18:42:06.353344,ETHUSDT,trend,45720.82520970358,46635.24171389765,43891.992201315436,81.5,0.40034539440297723,medium,45702.061212582164,2025-08-09 19:42:06.353344,0.41040372817753423,-0.04104037281775342,60.0,timeout,81.5,73.35000000000001,40.03453944029772,8.976297481403114e-06,-0.04104037281775342
