trade_id,entry_timing_score,exit_timing_score,risk_mgmt_score,pnl_ratio,volatility,market_condition,volume_profile,return_pct
trade_0,85.0,80.75,50.041843179126666,0.0004947524205240263,2.234816564970101,1,1.296377917502348,2.234816564970101
trade_1,85.0,80.75,50.09070797303988,0.000489296335000071,2.209760559463256,1,0.5265116715689117,2.209760559463256
trade_2,85.0,80.75,50.146146186483996,0.0004979998984229097,2.2481559715953723,1,0.6938545334398742,2.2481559715953723
trade_3,85.0,80.75,50.17559502083794,0.0004710581153573472,2.1298754216103486,1,1.3367402253224392,2.129875421610365
trade_4,80.0,76.0,50.21523642492656,0.0004833912177623841,2.182922653617269,1,1.4741463862332629,2.182922653617269
trade_5,80.0,76.0,50.28215263002118,0.0004410312710828393,1.9983988812330267,1,1.3027391465770837,1.998398881233027
trade_6,80.0,76.0,50.37773305483757,0.00046113243072015047,2.0908699373571036,1,0.5802796973846049,2.0908699373571036
trade_7,80.0,76.0,50.38215219369555,0.00045004575199859067,2.0433944341490586,1,1.2080813737798812,2.043394434149058
trade_8,80.0,76.0,50.43597016936066,0.0004704785603335816,2.1357296095007623,1,0.5681326603105453,2.1357296095007623
trade_9,85.0,80.75,50.396325216771864,0.0005408081953656045,2.4504976166654036,1,1.1568867369736235,2.4504976166654036
trade_10,85.0,80.75,50.299347367371595,0.000636557594536409,2.8855617348457576,1,0.7208025521602652,2.8855617348457576
trade_11,85.0,80.75,50.01360929770915,0.0006760949196535983,3.0603800373598324,2,1.13687720053879,3.0603800373598324
trade_12,88.0,83.6,50.59614013755939,0.0006325918572110329,2.9213014454297532,1,1.1248712095320932,2.921301445429769
trade_13,80.0,76.0,50.363504172512265,0.00025279045813860883,1.1830378854606667,1,0.8586650397445501,1.183037885460667
trade_14,80.0,76.0,50.32047347708909,0.00021536829970282548,1.0092731826221089,1,0.6655072818540053,1.0092731826221089
trade_15,88.0,83.6,50.56109042582122,-1.7784594010914238e-07,0.0008462343289432799,0,1.1930531519765974,-0.0008462343289432
trade_16,88.0,83.6,50.540149557573,6.150961212149288e-05,0.29234352987557005,0,1.3458674392839824,0.29234352987557
trade_17,85.0,80.75,50.4364004306843,9.097207424624572e-05,0.4316370918758131,0,0.918152818981866,0.4316370918758131
trade_18,85.0,80.75,50.31127690489265,0.00010271244356899957,0.48782126478576926,0,0.6333544754747493,0.4878212647857692
trade_19,85.0,80.75,50.245575161125025,3.9402125723369845e-05,0.18780429170581484,0,0.7635197838083987,0.1878042917058148
trade_20,85.0,80.75,50.20728582760269,6.156665928477066e-05,0.29333879389923656,0,0.9964315584055776,0.2933387938992365
trade_21,85.0,80.75,50.20579665570435,6.854652068166498e-05,0.32654816001917314,0,1.4202893683141693,0.3265481600191731
trade_22,80.0,76.0,50.258511950805826,5.3784507025827904e-05,0.25647472457075154,0,0.9990678013036127,0.2564747245707515
trade_23,80.0,76.0,50.26353617844428,0.00013741742121298417,0.6535629523898614,0,1.0449594174430121,0.6535629523898614
trade_24,85.0,80.75,50.16115571239338,0.0002283774048373959,1.0827360416342093,1,0.7514923233637688,1.0827360416342091
trade_25,80.0,76.0,50.16676727936612,7.747665383922926e-05,0.369510329235827,0,1.0338899037290603,0.369510329235827
trade_26,93.0,88.35,50.18360385115405,5.88955828317359e-05,0.2812298084654947,0,0.6962403183338192,0.2812298084654947
trade_27,85.0,80.75,50.20852084399367,-1.9721842527617656e-05,0.09433422259036782,0,0.7801696690482722,-0.0943342225903678
trade_28,93.0,88.35,50.16204450300741,0.00015815228091809445,0.7508965283309842,0,1.4850081178825847,0.7508965283309842
trade_29,93.0,88.35,50.16812899780134,0.00016818190260229764,0.798627405105802,0,0.9612535000873741,0.798627405105802
trade_30,85.0,80.75,50.07219844129256,0.00012723810237638447,0.604749097539654,0,1.230994404182598,0.6047490975396387
trade_31,81.5,77.425,40.01179064988744,-7.535974116213292e-05,0.35873880673847885,0,1.451835421797576,0.3587388067384788
trade_32,81.5,77.425,40.10097616496944,-8.62826826770837e-05,0.411138187845798,0,0.8093412701134284,0.4111381878457827
trade_33,85.0,80.75,50.01858842430824,0.0006363045124058419,3.013080210800836,2,1.3963784396548795,3.013080210800836
trade_34,85.0,80.75,50.02525260844535,0.0005925459432730248,2.804853804203011,1,0.590657899174085,2.804853804203011
trade_35,93.0,88.35,50.0613310428802,0.0006133528276010306,2.8990662973558496,1,1.1181250510774148,2.8990662973558496
trade_36,81.5,77.425,40.07824574262398,-0.00042239566231740995,2.000000000000005,1,1.1538438463833034,2.000000000000005
trade_37,85.0,80.75,50.10424418587187,0.00046977049665945607,2.239044219842645,1,1.3592750731211831,2.2390442198426603
trade_38,88.0,83.6,50.26296080786001,0.0005221967213454296,2.4852694895110816,1,1.266834615994262,2.4852694895110816
trade_39,88.0,83.6,50.43710011715332,0.00047973019068429294,2.286209508616176,1,0.5874136692880325,2.286209508616176
trade_40,88.0,83.6,50.54751604486597,0.0004306808591003522,2.0567362579952744,1,0.8358733692015724,2.0567362579952744
trade_41,80.0,76.0,50.58955773509428,0.00042952941927363225,2.0493033892759436,1,0.9531228122051746,2.0493033892759436
trade_42,80.0,76.0,50.56016203572808,0.0003850341686832849,1.8383032415115936,1,0.5044441700780923,1.8383032415115936
trade_43,85.0,80.75,50.522461905913495,0.00045611624620201473,2.168056840547919,1,1.1942680937757673,2.168056840547919
trade_44,88.0,83.6,50.494484977870336,0.00043318280094255094,2.065611824730993,1,0.7251267888337382,2.065611824730993
trade_45,85.0,80.75,50.372848536616765,0.0005055678039264167,2.403038999278943,1,0.7371628267980783,2.403038999278943
trade_46,85.0,80.75,50.28385284867507,0.0004196665717367954,1.9956073330096742,1,0.7371304960432913,1.9956073330096744
trade_47,80.0,76.0,50.19585563244904,0.000517326199558394,2.464246638445981,1,1.3730802780561921,2.464246638445981
trade_48,88.0,83.6,50.187580647250776,0.0005461948543961004,2.598906246769877,1,1.435386564811593,2.598906246769892
trade_49,80.0,76.0,50.154296841987545,0.0005260601547387498,2.507573583771156,1,1.4058214464170558,2.507573583771156
trade_50,85.0,80.75,50.17348396305351,0.0005627654629548011,2.6816904138132704,1,0.5337958010414543,2.6816904138132704
trade_51,85.0,80.75,50.20532267450517,0.00053394357873646,2.548276003709683,1,0.7224003750144383,2.548276003709683
trade_52,85.0,80.75,50.203929275441425,0.0005766564005793707,2.7537076793537962,1,0.5814226200902058,2.753707679353796
trade_53,85.0,80.75,50.22148118785596,0.0006334817011372311,3.0271230636564965,2,1.1168975024179284,3.0271230636564965
trade_54,93.0,88.35,50.209977372154526,0.000571722097944099,2.7325157527279877,1,1.4322092327851197,2.7325157527279877
trade_55,85.0,80.75,50.227151786071644,0.0006137215523247557,2.9340748194424604,1,0.6109259173853323,2.9340748194424604
trade_56,85.0,80.75,50.24674436349197,0.0005747846871711461,2.751566250950639,1,1.4731239578313793,2.751566250950639
trade_57,80.0,76.0,50.296802569898006,0.0005841537217509889,2.796305912044895,1,0.8573026712082478,2.796305912044895
trade_58,85.0,80.75,50.11755142755992,0.0006052262481422867,2.8957683856235783,1,1.2947897064883822,2.8957683856235943
trade_59,80.0,76.0,50.13248860639122,0.0004986264238552304,2.3923180684854763,1,1.226281467575876,2.3923180684854763
trade_60,93.0,88.35,50.11260527526096,0.000503338726567602,2.409928644314771,1,1.4031814770844244,2.409928644314771
trade_61,85.0,80.75,50.12961260533183,0.0004192267490728574,2.010143272377054,1,0.8390333521680161,2.010143272377054
trade_62,88.0,83.6,50.232455907707404,0.0004013061845951789,1.9318187846728074,1,1.0681413167303075,1.9318187846728072
trade_63,88.0,83.6,50.31944465415638,0.00043614287611219683,2.1017190804408745,1,0.8622459340096253,2.1017190804408745
trade_64,85.0,80.75,50.30876274738696,0.0005089811308465668,2.444564282947114,1,0.6334534103687179,2.444564282947114
trade_65,80.0,76.0,50.39826881421767,0.0003997845574085947,1.9272484274399588,1,0.6723652531477137,1.9272484274399744
trade_66,80.0,76.0,50.45714865108908,0.0003927903999650216,1.8929342238124134,1,1.3990391573798382,1.8929342238124136
trade_67,80.0,76.0,50.452972131166554,0.0002303422765739093,1.112019998321822,1,0.5662292632872442,1.112019998321822
trade_68,88.0,83.6,50.53749029476384,0.00023396479772608842,1.1312720240441343,1,0.9677699883539421,1.1312720240441343
trade_69,80.0,76.0,50.52660190975544,0.00026753342189798224,1.2913187970080104,1,1.0966496574278293,1.2913187970080104
trade_70,80.0,76.0,50.50274942620386,0.00022592766925766272,1.090557298296571,1,0.6822092198683869,1.090557298296571
trade_71,80.0,76.0,50.482297814289446,0.0001948647780743116,0.9426675124999164,0,0.9260013946257706,0.9426675124999164
trade_72,80.0,76.0,50.41197131633659,0.00027059816970112656,1.3069758229399457,1,1.3185411685411392,1.3069758229399455
trade_73,80.0,76.0,50.36068438814992,0.0003560108862314873,1.7173122001609684,1,1.2464613992766853,1.7173122001609684
trade_74,85.0,80.75,50.2443373382335,0.0004256717125604055,2.0507182554607595,1,0.6501386621313241,2.0507182554607595
trade_75,85.0,80.75,50.180688222204914,0.000401432429144987,1.9361666525538088,1,1.0086624497423102,1.9361666525538088
trade_76,80.0,76.0,50.11425175739442,0.00042136659676755904,2.0368334826454917,1,1.1491981929508754,2.0368334826454917
trade_77,85.0,80.75,50.098935842610395,0.0004385010749872515,2.1204828720937687,1,1.0472075862554928,2.1204828720937687
trade_78,80.0,76.0,50.11944286042181,0.00042153889725633173,2.0412330489103243,1,0.6774006764463045,2.0412330489103243
trade_79,80.0,76.0,50.195435262972396,0.0003648365641577901,1.7693325651741205,1,0.5995648733800635,1.7693325651741203
trade_80,80.0,76.0,50.331084704146974,0.0003104977622637201,1.512114447940545,1,0.9388402394857704,1.512114447940545
trade_81,80.0,76.0,50.452178310383566,0.00025341469846525784,1.236146274670043,1,1.2842475861838922,1.236146274670043
trade_82,80.0,76.0,50.51271685933221,0.00033206086758741203,1.6159187439768141,1,0.6205780666487475,1.615918743976814
trade_83,80.0,76.0,50.55611640690276,0.00042380425555880633,2.0612208302415858,1,1.0621681566027192,2.061220830241571
trade_84,88.0,83.6,50.571381330904174,0.00040112082379274857,1.9552434955028748,1,0.7474930990168315,1.95524349550289
trade_85,88.0,83.6,50.300090791318176,0.0003431566896429985,1.6707668801530309,1,0.7889377055143322,1.6707668801530309
trade_86,85.0,80.75,50.21599266909285,0.00033363712552048253,1.6221963028790167,1,0.7963362831059256,1.6221963028790167
trade_87,93.0,88.35,50.08892904770518,0.00040219198388749647,1.9531862868503114,1,1.3711197888014457,1.9531862868503111
trade_88,85.0,80.75,50.012555998587246,0.00034292331405953426,1.6689908717683437,1,0.7797738228834167,1.6689908717683437
trade_89,85.0,80.75,50.03162929312705,0.00016670909247653358,0.814579579493202,0,0.6487025036906398,0.814579579493202
trade_90,85.0,80.75,50.12136179700683,0.00017165448789443157,0.8399034688337578,0,1.3977161464482766,0.8399034688337578
trade_91,88.0,83.6,50.273557210514966,0.0002348481342502517,1.1493877773471355,1,0.9011406634378233,1.1493877773471357
trade_92,80.0,76.0,50.33574474065645,0.00020101125627196314,0.9863217230229833,0,0.9357625365892618,0.9863217230229832
trade_93,80.0,76.0,50.51602179171717,0.00018588193123434305,0.9126889551753581,0,0.6975420117372284,0.912688955175358
