trade_id,entry_timing_score,exit_timing_score,risk_mgmt_score,pnl_ratio,volatility,market_condition,volume_profile,return_pct
trade_0,85.0,80.75,50.041843179126666,0.0004947524205240263,2.234816564970101,1,1.4558187170811183,2.234816564970101
trade_1,85.0,80.75,50.09070797303988,0.000489296335000071,2.209760559463256,1,0.5519852720387821,2.209760559463256
trade_2,85.0,80.75,50.146146186483996,0.0004979998984229097,2.2481559715953723,1,1.2226796862849825,2.2481559715953723
trade_3,85.0,80.75,50.17559502083794,0.0004710581153573472,2.1298754216103486,1,1.4920132389832075,2.129875421610365
trade_4,80.0,76.0,50.21523642492656,0.0004833912177623841,2.182922653617269,1,1.0862900812288774,2.182922653617269
trade_5,80.0,76.0,50.28215263002118,0.0004410312710828393,1.9983988812330267,1,0.8197396908162946,1.998398881233027
trade_6,80.0,76.0,50.37773305483757,0.00046113243072015047,2.0908699373571036,1,1.4883566556262908,2.0908699373571036
trade_7,80.0,76.0,50.38215219369555,0.00045004575199859067,2.0433944341490586,1,1.1825730417256093,2.043394434149058
trade_8,80.0,76.0,50.43597016936066,0.0004704785603335816,2.1357296095007623,1,0.6587775975461296,2.1357296095007623
trade_9,85.0,80.75,50.396325216771864,0.0005408081953656045,2.4504976166654036,1,0.5701254046739913,2.4504976166654036
trade_10,85.0,80.75,50.299347367371595,0.000636557594536409,2.8855617348457576,1,1.467566534347866,2.8855617348457576
trade_11,85.0,80.75,50.01360929770915,0.0006760949196535983,3.0603800373598324,2,0.5975556990367796,3.0603800373598324
trade_12,88.0,83.6,50.59614013755939,0.0006325918572110329,2.9213014454297532,1,1.206434966570995,2.921301445429769
trade_13,80.0,76.0,50.363504172512265,0.00025279045813860883,1.1830378854606667,1,0.8042968639272097,1.183037885460667
trade_14,80.0,76.0,50.32047347708909,0.00021536829970282548,1.0092731826221089,1,1.0862847942775944,1.0092731826221089
trade_15,88.0,83.6,50.56109042582122,-1.7784594010914238e-07,0.0008462343289432799,0,1.1110357411320906,-0.0008462343289432
trade_16,88.0,83.6,50.540149557573,6.150961212149288e-05,0.29234352987557005,0,0.999694294372684,0.29234352987557
trade_17,85.0,80.75,50.4364004306843,9.097207424624572e-05,0.4316370918758131,0,1.4663808024351748,0.4316370918758131
trade_18,85.0,80.75,50.31127690489265,0.00010271244356899957,0.48782126478576926,0,1.4829704175917997,0.4878212647857692
trade_19,85.0,80.75,50.245575161125025,3.9402125723369845e-05,0.18780429170581484,0,1.349667463683525,0.1878042917058148
trade_20,85.0,80.75,50.20728582760269,6.156665928477066e-05,0.29333879389923656,0,0.6848020690964708,0.2933387938992365
trade_21,85.0,80.75,50.20579665570435,6.854652068166498e-05,0.32654816001917314,0,0.6605363439210409,0.3265481600191731
trade_22,80.0,76.0,50.258511950805826,5.3784507025827904e-05,0.25647472457075154,0,1.229644389007865,0.2564747245707515
trade_23,80.0,76.0,50.26353617844428,0.00013741742121298417,0.6535629523898614,0,0.6720990903205837,0.6535629523898614
trade_24,85.0,80.75,50.16115571239338,0.0002283774048373959,1.0827360416342093,1,0.5314028735943231,1.0827360416342091
trade_25,80.0,76.0,50.16676727936612,7.747665383922926e-05,0.369510329235827,0,1.034802790674457,0.369510329235827
trade_26,93.0,88.35,50.18360385115405,5.88955828317359e-05,0.2812298084654947,0,0.8789887099247293,0.2812298084654947
trade_27,85.0,80.75,50.20852084399367,-1.9721842527617656e-05,0.09433422259036782,0,1.2024147902446691,-0.0943342225903678
trade_28,93.0,88.35,50.16204450300741,0.00015815228091809445,0.7508965283309842,0,1.1729888745567916,0.7508965283309842
trade_29,93.0,88.35,50.16812899780134,0.00016818190260229764,0.798627405105802,0,0.8693200440220349,0.798627405105802
trade_30,85.0,80.75,50.07219844129256,0.00012723810237638447,0.604749097539654,0,1.3127908740904441,0.6047490975396387
trade_31,81.5,77.425,40.01179064988744,-7.535974116213292e-05,0.35873880673847885,0,1.272277407760229,0.3587388067384788
trade_32,81.5,77.425,40.10097616496944,-8.62826826770837e-05,0.411138187845798,0,0.8261023346765748,0.4111381878457827
trade_33,85.0,80.75,50.01858842430824,0.0006363045124058419,3.013080210800836,2,1.4578740601708113,3.013080210800836
trade_34,85.0,80.75,50.02525260844535,0.0005925459432730248,2.804853804203011,1,0.9079217551842405,2.804853804203011
trade_35,93.0,88.35,50.0613310428802,0.0006133528276010306,2.8990662973558496,1,1.0476655024272548,2.8990662973558496
trade_36,81.5,77.425,40.07824574262398,-0.00042239566231740995,2.000000000000005,1,1.497200495157485,2.000000000000005
trade_37,85.0,80.75,50.10424418587187,0.00046977049665945607,2.239044219842645,1,0.72833369932897,2.2390442198426603
trade_38,88.0,83.6,50.26296080786001,0.0005221967213454296,2.4852694895110816,1,0.723228621243921,2.4852694895110816
