trade_id,entry_timing_score,exit_timing_score,risk_mgmt_score,pnl_ratio,volatility,market_condition,volume_profile,return_pct
trade_0,85.0,80.75,50.041843179126666,0.0004947524205240263,2.234816564970101,1,0.9253325689227165,2.234816564970101
trade_1,85.0,80.75,50.09070797303988,0.000489296335000071,2.209760559463256,1,0.900056524288475,2.209760559463256
trade_2,85.0,80.75,50.146146186483996,0.0004979998984229097,2.2481559715953723,1,1.3256561948223773,2.2481559715953723
trade_3,85.0,80.75,50.17559502083794,0.0004710581153573472,2.1298754216103486,1,0.9660140475622118,2.129875421610365
trade_4,80.0,76.0,50.21523642492656,0.0004833912177623841,2.182922653617269,1,0.5388510931840845,2.182922653617269
trade_5,80.0,76.0,50.28215263002118,0.0004410312710828393,1.9983988812330267,1,0.7851551384388963,1.998398881233027
trade_6,80.0,76.0,50.37773305483757,0.00046113243072015047,2.0908699373571036,1,1.2374139552545014,2.0908699373571036
trade_7,80.0,76.0,50.38215219369555,0.00045004575199859067,2.0433944341490586,1,0.7111183120102608,2.043394434149058
trade_8,80.0,76.0,50.43597016936066,0.0004704785603335816,2.1357296095007623,1,1.2996877773882471,2.1357296095007623
trade_9,85.0,80.75,50.396325216771864,0.0005408081953656045,2.4504976166654036,1,1.3552986096657196,2.4504976166654036
trade_10,85.0,80.75,50.299347367371595,0.000636557594536409,2.8855617348457576,1,0.5859066898459444,2.8855617348457576
trade_11,85.0,80.75,50.01360929770915,0.0006760949196535983,3.0603800373598324,2,1.4869357039647806,3.0603800373598324
trade_12,88.0,83.6,50.59614013755939,0.0006325918572110329,2.9213014454297532,1,1.3864803448323064,2.921301445429769
trade_13,80.0,76.0,50.363504172512265,0.00025279045813860883,1.1830378854606667,1,1.3506041991079893,1.183037885460667
trade_14,80.0,76.0,50.32047347708909,0.00021536829970282548,1.0092731826221089,1,0.6870215138514679,1.0092731826221089
trade_15,88.0,83.6,50.56109042582122,-1.7784594010914238e-07,0.0008462343289432799,0,0.9300944392861504,-0.0008462343289432
trade_16,88.0,83.6,50.540149557573,6.150961212149288e-05,0.29234352987557005,0,0.7125616211503221,0.29234352987557
trade_17,85.0,80.75,50.4364004306843,9.097207424624572e-05,0.4316370918758131,0,0.763157978570302,0.4316370918758131
trade_18,85.0,80.75,50.31127690489265,0.00010271244356899957,0.48782126478576926,0,0.8330945311164448,0.4878212647857692
trade_19,85.0,80.75,50.245575161125025,3.9402125723369845e-05,0.18780429170581484,0,1.3805305867532027,0.1878042917058148
trade_20,85.0,80.75,50.20728582760269,6.156665928477066e-05,0.29333879389923656,0,1.3432525858492115,0.2933387938992365
trade_21,85.0,80.75,50.20579665570435,6.854652068166498e-05,0.32654816001917314,0,0.7348489543130059,0.3265481600191731
trade_22,80.0,76.0,50.258511950805826,5.3784507025827904e-05,0.25647472457075154,0,0.659303242872306,0.2564747245707515
trade_23,80.0,76.0,50.26353617844428,0.00013741742121298417,0.6535629523898614,0,0.627085486061267,0.6535629523898614
trade_24,85.0,80.75,50.16115571239338,0.0002283774048373959,1.0827360416342093,1,0.614859119285492,1.0827360416342091
trade_25,80.0,76.0,50.16676727936612,7.747665383922926e-05,0.369510329235827,0,0.9958706084818036,0.369510329235827
trade_26,93.0,88.35,50.18360385115405,5.88955828317359e-05,0.2812298084654947,0,0.6646684881462245,0.2812298084654947
trade_27,85.0,80.75,50.20852084399367,-1.9721842527617656e-05,0.09433422259036782,0,1.0129020270335656,-0.0943342225903678
trade_28,93.0,88.35,50.16204450300741,0.00015815228091809445,0.7508965283309842,0,0.8089103591078416,0.7508965283309842
trade_29,93.0,88.35,50.16812899780134,0.00016818190260229764,0.798627405105802,0,0.8358113768423515,0.798627405105802
trade_30,85.0,80.75,50.07219844129256,0.00012723810237638447,0.604749097539654,0,0.9809016294642299,0.6047490975396387
trade_31,81.5,77.425,40.01179064988744,-7.535974116213292e-05,0.35873880673847885,0,1.1229855211734154,0.3587388067384788
trade_32,81.5,77.425,40.10097616496944,-8.62826826770837e-05,0.411138187845798,0,0.9920658599700781,0.4111381878457827
trade_33,85.0,80.75,50.01858842430824,0.0006363045124058419,3.013080210800836,2,0.96810501955142,3.013080210800836
trade_34,85.0,80.75,50.02525260844535,0.0005925459432730248,2.804853804203011,1,1.0062420670836243,2.804853804203011
trade_35,93.0,88.35,50.0613310428802,0.0006133528276010306,2.8990662973558496,1,0.8065397037239834,2.8990662973558496
trade_36,81.5,77.425,40.07824574262398,-0.00042239566231740995,2.000000000000005,1,1.355959073530277,2.000000000000005
trade_37,85.0,80.75,50.10424418587187,0.00046977049665945607,2.239044219842645,1,0.8083129981001648,2.2390442198426603
trade_38,88.0,83.6,50.26296080786001,0.0005221967213454296,2.4852694895110816,1,1.1145920129234226,2.4852694895110816
trade_39,88.0,83.6,50.43710011715332,0.00047973019068429294,2.286209508616176,1,0.6587509133932633,2.286209508616176
trade_40,88.0,83.6,50.54751604486597,0.0004306808591003522,2.0567362579952744,1,0.9964585719264805,2.0567362579952744
trade_41,80.0,76.0,50.58955773509428,0.00042952941927363225,2.0493033892759436,1,1.3646201284753057,2.0493033892759436
trade_42,80.0,76.0,50.56016203572808,0.0003850341686832849,1.8383032415115936,1,1.193039439207805,1.8383032415115936
trade_43,85.0,80.75,50.522461905913495,0.00045611624620201473,2.168056840547919,1,1.2260101181936842,2.168056840547919
trade_44,88.0,83.6,50.494484977870336,0.00043318280094255094,2.065611824730993,1,1.062299676619809,2.065611824730993
trade_45,85.0,80.75,50.372848536616765,0.0005055678039264167,2.403038999278943,1,1.3216914028296032,2.403038999278943
trade_46,85.0,80.75,50.28385284867507,0.0004196665717367954,1.9956073330096742,1,1.44502389014534,1.9956073330096744
trade_47,80.0,76.0,50.19585563244904,0.000517326199558394,2.464246638445981,1,0.5368743121649796,2.464246638445981
trade_48,88.0,83.6,50.187580647250776,0.0005461948543961004,2.598906246769877,1,1.4470919686449482,2.598906246769892
trade_49,80.0,76.0,50.154296841987545,0.0005260601547387498,2.507573583771156,1,1.2977910631418692,2.507573583771156
trade_50,85.0,80.75,50.17348396305351,0.0005627654629548011,2.6816904138132704,1,0.5217669339333034,2.6816904138132704
trade_51,85.0,80.75,50.20532267450517,0.00053394357873646,2.548276003709683,1,1.223846552428146,2.548276003709683
trade_52,85.0,80.75,50.203929275441425,0.0005766564005793707,2.7537076793537962,1,1.378893509030996,2.753707679353796
trade_53,85.0,80.75,50.22148118785596,0.0006334817011372311,3.0271230636564965,2,0.6692186546525668,3.0271230636564965
trade_54,93.0,88.35,50.209977372154526,0.000571722097944099,2.7325157527279877,1,0.9501505480985357,2.7325157527279877
trade_55,85.0,80.75,50.227151786071644,0.0006137215523247557,2.9340748194424604,1,1.3242651069635878,2.9340748194424604
trade_56,85.0,80.75,50.24674436349197,0.0005747846871711461,2.751566250950639,1,0.5122537930583904,2.751566250950639
trade_57,80.0,76.0,50.296802569898006,0.0005841537217509889,2.796305912044895,1,0.9975101889523242,2.796305912044895
trade_58,85.0,80.75,50.11755142755992,0.0006052262481422867,2.8957683856235783,1,0.9753175676341026,2.8957683856235943
trade_59,80.0,76.0,50.13248860639122,0.0004986264238552304,2.3923180684854763,1,1.317304923294302,2.3923180684854763
trade_60,93.0,88.35,50.11260527526096,0.000503338726567602,2.409928644314771,1,1.4637437998476464,2.409928644314771
