trade_id,entry_timing_score,exit_timing_score,risk_mgmt_score,pnl_ratio,volatility,market_condition,volume_profile,return_pct
trade_0,80.0,76.0,50.02286857411084,0.0002540688469542097,1.1472446355931043,1,0.651145249124517,1.1472446355931043
trade_1,81.5,77.425,40.06591106752741,-0.00019972331159094238,0.9026487598964729,0,1.1813692133580165,0.9026487598964728
trade_2,81.5,77.425,40.04554638256065,-0.0001457057736234022,0.6601617139989547,0,1.4128478329226717,0.6601617139989547
trade_3,88.0,83.6,50.42140436513708,0.00015307433051555064,0.6945573876977109,0,0.5875628571874372,0.6945573876977109
trade_4,93.0,88.35,50.44776536589567,7.912530148849347e-05,0.35975110608581523,0,1.1737291731003938,0.3597511060858152
trade_5,85.0,80.75,50.3904907761868,5.878293906458523e-05,0.2671328301991517,0,0.6153040432893978,0.2671328301991517
trade_6,85.0,80.75,50.33635832027383,5.074482674432707e-05,0.2308524331436579,0,0.9372634200243308,0.2308524331436579
trade_7,85.0,80.75,50.26822574276773,4.2350408620757625e-05,0.19258039023433482,0,0.9110601630158024,0.1925803902343348
trade_8,85.0,80.75,50.26228582753177,2.728345692033609e-05,0.12406540458913852,0,1.389299120254325,0.1240654045891385
trade_9,85.0,80.75,50.177177751765136,0.00010417303793024704,0.47212220972622665,0,1.0363004584868674,0.4721222097262266
trade_10,85.0,80.75,50.113337547457405,0.00018503036175619882,0.8382823467548133,0,0.9924321306958033,0.8382823467548133
trade_11,85.0,80.75,50.002813081852906,0.00020284637810059783,0.9197667749859794,0,1.3633916014283927,0.9197667749859794
trade_12,93.0,88.35,50.03707932850694,0.00024096763430879687,1.0909993252602328,1,1.1465342129870764,1.0909993252602328
trade_13,88.0,83.6,50.047587277236374,0.0003254287287780946,1.4685208041211606,1,1.2845672777493486,1.4685208041211606
trade_14,89.5,85.02499999999999,40.06163970457567,-0.00020946500154165188,0.946531702162069,0,0.6666411096392374,0.946531702162069
trade_15,88.0,83.6,50.14819554667902,-5.957294725838282e-05,0.2711164576627904,0,1.4740230418629081,-0.2711164576627904
trade_16,80.0,76.0,50.26638874431022,-7.030270341707286e-06,0.03198638725330863,0,0.7866574365219065,-0.0319863872533086
trade_17,85.0,80.75,50.32713208910955,2.3144396915796034e-06,0.010502209018201404,0,0.947070956313611,0.0105022090182014
trade_18,80.0,76.0,50.34781534346268,-0.000148396659615199,0.6745291377974755,0,0.9796454872740139,-0.6745291377974755
trade_19,80.0,76.0,50.38685056523795,-0.00025718991724029723,1.1722498277100835,1,1.159212466501575,-1.1722498277100837
trade_20,80.0,76.0,50.38709824178077,-0.00031239402785280683,1.4253280789491907,1,1.4849490331131976,-1.425328078949175
trade_21,80.0,76.0,50.40441798224491,-0.00030698229023928884,1.4013445836797964,1,0.736863774347644,-1.4013445836797964
trade_22,88.0,83.6,50.46733750885994,-0.00026869940840912543,1.225932571172061,1,1.2923190462269234,-1.225932571172061
trade_23,85.0,80.75,50.44255970989131,-0.00020583721388445198,0.9358559573669221,0,0.5535315386011701,-0.935855957366922
trade_24,80.0,76.0,50.343581683718874,-0.0001762767551897145,0.8002732352235014,0,1.4974998499933156,-0.8002732352235014
trade_25,88.0,83.6,50.23304657024647,-0.0002503339985755136,1.137466293063989,1,0.8567357019688826,-1.137466293063989
trade_26,80.0,76.0,50.13299790181234,-0.0002544418779664114,1.1562845481938664,1,1.2366388866263591,-1.1562845481938664
trade_27,85.0,80.75,50.06194582210085,-0.00020525818466694468,0.9335828817112306,0,0.9810817277211374,-0.9335828817112306
trade_28,85.0,80.75,50.033798752109924,-0.00010138776137593482,0.4617613174462761,0,1.2379455356799272,-0.4617613174462761
trade_29,85.0,80.75,50.07011706371709,-6.695311567942144e-05,0.3046113259818216,0,0.9373006307163421,-0.3046113259818216
trade_30,85.0,80.75,50.09050304630917,-0.00011817905311159286,0.5379874760421033,0,1.0525854717878755,-0.5379874760421033
trade_31,85.0,80.75,50.12324345034843,-0.00013029886705991187,0.592575345389952,0,0.5069972417846658,-0.592575345389952
trade_32,85.0,80.75,50.186605550831665,-0.00018666478399348657,0.8510739396675829,0,1.1484892010239292,-0.8510739396675829
trade_33,88.0,83.6,50.258886285608575,-0.00013327867358161295,0.607347723402117,0,0.5336969923213233,-0.607347723402117
trade_34,80.0,76.0,50.3095055616497,-0.0001790033621828266,0.8163800529629762,0,1.2005065387453846,-0.8163800529629762
trade_35,88.0,83.6,50.349469049009585,-0.00026289038159638155,1.2023887792321244,1,1.3981809253169444,-1.2023887792321244
trade_36,80.0,76.0,50.361981340560334,-0.00018955385819419238,0.8663194850285191,0,1.0376109850813746,-0.8663194850285191
trade_37,80.0,76.0,50.354111962711734,-0.0001726321500128184,0.7887392316727908,0,1.0913466018246285,-0.7887392316727908
trade_38,80.0,76.0,50.32158684170243,-8.846971737606813e-05,0.40368347858207126,0,0.8037173503162631,-0.4036834785820712
trade_39,85.0,80.75,50.20944924900459,-2.7798541999075734e-05,0.12666498721384786,0,0.744577824546628,-0.1266649872138478
trade_40,85.0,80.75,50.12799267151392,-4.5776551657217564e-05,0.2087311089165718,0,1.2487109968001562,-0.2087311089165718
trade_41,85.0,80.75,50.048221223145106,-8.110543425654135e-05,0.36952172196113026,0,1.4596060710906622,-0.3695217219611302
trade_42,85.0,80.75,50.10188537052832,-0.00043745193027452,2.0000000000000027,1,0.5453627849448152,-2.0000000000000027
trade_43,80.0,76.0,50.20733717576567,-0.00043697011696990854,2.000000000000004,1,0.9789975033234318,-2.000000000000004
trade_44,93.0,88.35,50.246827102116264,-0.00043679177582818117,2.000000000000003,1,0.942580041083874,-2.000000000000003
